Country,OptIn Date,Language,Agree,ADM-1,Gender,AgeGroup,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,,PandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Concentration loss,Experience_Confusion,Experience_Convulsions,Experience_Dizziness,Experience_Fainting [brief loss of consciousness],Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Irrational behaviour),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat,ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Concentration loss),ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Convulsions),ExperienceBeforeHeat (Fainting [brief loss of consciousness]),FeelingMore,PhysicalConflict,HeatAffect,Language2
Cameroon,30/06/2020,French,Yes,LITTORAL,FEMALE,35+,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,2,7,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,COLD,VERY HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,YES,YES,,,YES,,YES,,,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME,French
Cameroon,30/06/2020,French,Yes,LITTORAL,MALE,25-34,Other[Specify],NO,CEILING FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,2,6,,NO,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,COLD,VERY HOT,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,YES,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,French
Cameroon,29/06/2020,French,Yes,LITTORAL,MALE,25-34,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,,YES,SOME OF THE DAY,SIGNIFICANTLY DECREASED,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,SLIGHTLY WARM,DON'T KNOW,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,YES,,,,,,,,,,,,,,,,,IMPATIENT,DON'T KNOW,ABOUT THE SAME,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,35+,INFORMAL TRADE / STREET SALES,NO,CEILING FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,T-GIRDER,BAMBOO POLES OR WOOD,SAND/DIRT,2,6,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,SLIGHTLY COOL,SLIGHTLY COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,YES,,YES,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,French
Cameroon,27/06/2020,English,Yes,LITTORAL,MALE,35+,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,3,,NO,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,SLIGHTLY COOL,WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,YES,,,,,,,,,,,,,,,UNHAPPY,ABOUT THE SAME,ABOUT THE SAME,English
Cameroon,27/06/2020,French,Yes,LITTORAL,MALE,25-34,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,22,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,3,5,,NO,SOME OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY COOL,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,YES,YES,YES,,,YES,,,,,,,,,,,,,,,IRRITABLE,NO,LESS,French
Cameroon,29/06/2020,French,Yes,LITTORAL,FEMALE,25-34,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,BAMBOO POLES OR WOOD,CEMENT,2,6,,NO,HALF OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,DON'T KNOW,COOL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,ABOUT THE SAME,MORE,French
Cameroon,27/06/2020,French,Yes,LITTORAL,MALE,35+,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,BAMBOO POLES OR WOOD,SAND/DIRT,2,7,,YES,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,COOL,COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,YES,,YES,YES,,,,,,,,,,,,,,,,,,IMPATIENT,NO,LESS,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,35+,GOVERNMENT WORK,NO,CEILING FAN,INFORMAL CONNECTION,19,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,4,6,,NO,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY COOL,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,YES,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,French
Cameroon,27/06/2020,French,Yes,LITTORAL,MALE,35+,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,3,5,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,YES,,,,,,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME,French
Cameroon,29/06/2020,French,Yes,LITTORAL,FEMALE,25-34,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,BAMBOO POLES OR WOOD,SAND/DIRT,3,6,,NO,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,COOL,COLD,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,,YES,,,,YES,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,25-34,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,T-GIRDER,BAMBOO POLES OR WOOD,SAND/DIRT,2,10,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,SLIGHTLY COOL,SLIGHTLY COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,YES,,,,,,,,NO,,,,,,,,,SHORT TEMPERED,NO,LESS,French
Cameroon,01/07/2020,French,Yes,LITTORAL,MALE,35+,INFORMAL TRADE / STREET SALES,NO,OTHER,OTHER,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,,NO,SOME OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,YES,YES,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,French
Cameroon,01/07/2020,French,Yes,LITTORAL,MALE,25-34,Other[Specify],NO,OTHER,OTHER,19,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],SUPPLIED IN TANKS,1,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,1,4,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,YES,,,,,,,,,,,,,YES,,,,,,,,IMPATIENT,NO,MORE,French
Cameroon,30/06/2020,French,Yes,LITTORAL,FEMALE,25-34,AGRICULTURE/HUSBANDRY/FISHING,NO,CEILING FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,BAMBOO POLES OR WOOD,SAND/DIRT,3,8,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,COLD,COLD,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,YES,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,18-24,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,2,7,,NO,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,COLD,COMFORTABLE,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,YES,YES,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,French
Cameroon,28/06/2020,French,Yes,LITTORAL,MALE,35+,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,15,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],SUPPLIED IN TANKS,2,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,SLIGHTLY COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,YES,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,ABOUT THE SAME,English
Cameroon,29/06/2020,French,Yes,LITTORAL,MALE,35+,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,T-GIRDER,BAMBOO POLES OR WOOD,CEMENT,2,7,,NO,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,DON'T KNOW,COOL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,MORE,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,35+,PAID LABOR/WAGE,NO,OTHER,INFORMAL CONNECTION,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,5,,NO,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,NEUTRAL,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,YES,YES,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,French
Cameroon,27/06/2020,English,Yes,LITTORAL,FEMALE,25-34,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,5,5,,NO,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,SLIGHTLY COOL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,YES,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME,English
Cameroon,01/07/2020,French,Yes,LITTORAL,MALE,35+,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,2,3,,NO,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,YES,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,ABOUT THE SAME,French
Cameroon,02/07/2020,French,Yes,LITTORAL,FEMALE,35+,HELP FROM FAMILY AND/OR FRIENDS [FROM INSIDE OF THE COUNTRY],NO,TABLE FAN,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,4,8,,NO,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,VERY HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,YES,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,25-34,Other[Specify],NO,TABLE FAN,OTHER,18,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,1,4,,YES,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,YES,,,,,YES,,,,,,,,,,,,,,,UNHAPPY,ABOUT THE SAME,LESS,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,35+,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,CEMENT,2,7,,YES,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,COOL,VERY HOT,INTOLERABLE,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,NO,,YES,NO,YES,,YES,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,French
Cameroon,30/06/2020,French,Yes,LITTORAL,MALE,35+,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,21,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,T-GIRDER,BAMBOO POLES OR WOOD,SAND/DIRT,2,11,,NO,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,COLD,COLD,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,YES,YES,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,French
Cameroon,02/07/2020,French,Yes,LITTORAL,MALE,35+,PAID LABOR/WAGE,NO,OTHER,INFORMAL CONNECTION,16,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,3,7,,NO,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,COOL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NO,,,YES,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,French
Cameroon,29/06/2020,French,Yes,LITTORAL,FEMALE,35+,AGRICULTURE/HUSBANDRY/FISHING,NO,TABLE FAN,INFORMAL CONNECTION,23,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,1,7,,YES,SOME OF THE DAY,SLIGHTLY DECREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,HOT,SLIGHTLY DIFFICULT TO TOLERATE,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,YES,,YES,,,,YES,,,,YES,YES,,,,,,,,,,IMPATIENT,YES,ABOUT THE SAME,English
Cameroon,28/06/2020,English,Yes,LITTORAL,MALE,35+,BUSINESS/SELF-EMPLOYED,NO,OTHER,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],OTHER,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,,YES,OTHER,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY COOL,SLIGHTLY COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME,English
Cameroon,30/06/2020,French,Yes,LITTORAL,FEMALE,35+,Other[Specify],NO,OTHER,OTHER,9,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,4,,NO,SOME OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,SLIGHTLY COOL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,YES,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME,English
Cameroon,29/06/2020,French,Yes,LITTORAL,MALE,18-24,Other[Specify],NO,TABLE FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,12,,YES,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,,YES,,,,YES,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME,French
